summary,spearman_rho,p_value,subsample
resid_mean,0.17974408795978342,0.23197044321611662,49
resid_median,0.13001447793925144,0.3891294611550941,49
resid_q25,0.04706994182291644,0.7560816622833336,49
resid_q75,0.226257355043664,0.13053272490153572,49
resid_sd,0.2981921018768464,0.04413270829672056,49
resid_mean,0.22390695058995727,0.1346840338127808,50
resid_median,0.25334885901007326,0.0893478651451561,50
resid_q25,0.21587940722084903,0.14960607564759654,50
resid_q75,0.2963983721621755,0.045484811649817235,50
resid_sd,0.23652491134143552,0.11351495498300113,50
resid_mean,0.18098114293541853,0.22871979669159406,51
resid_median,0.2657194087664244,0.0742874084999358,51
resid_q25,-0.01948361586625319,0.897737679901144,51
resid_q75,0.2878008400815114,0.05244100501701305,51
resid_sd,0.23695788058290784,0.11283634692014587,51
resid_mean,0.045956592344844824,0.7616802299252635,52
resid_median,0.011380905775843133,0.9401612901994822,52
resid_q25,-0.1652086919960707,0.2725435073730645,52
resid_q75,-0.011257200278279618,0.9408105514097495,52
resid_sd,0.30975856589903483,0.03617994987042248,52
resid_mean,0.16984764815470244,0.2591159472085602,53
resid_median,0.17139396687424632,0.25474016912215225,53
resid_q25,0.1595182391081491,0.2896317251748427,53
resid_q75,0.2829763256765344,0.05670575759054141,53
resid_sd,0.22848405399980723,0.12668901471068478,53
resid_mean,0.11232459178766917,0.45735245510053757,54
resid_median,0.10477855643629493,0.4883116453711438,54
resid_q25,0.027277062212754465,0.8571964815334328,54
resid_q75,0.1482610388298695,0.32544495616671937,54
resid_sd,0.16471387000581664,0.2740024164943624,54
resid_mean,0.1839500748769428,0.2210464038954516,55
resid_median,0.14984752549928562,0.32023629944920307,55
resid_q25,0.09908810354837337,0.5123593315318757,55
resid_q75,0.1779503582451125,0.23673989155983532,55
resid_sd,0.245802823658699,0.09963873996950512,55
resid_mean,0.2071448556701014,0.1671881892029714,56
resid_median,0.20139255003339804,0.17955754485521583,56
resid_q25,0.0658731774525703,0.6635978956995783,56
resid_q75,0.23009932083873358,0.12395443486473547,56
resid_sd,0.27277062212754466,0.06664532441726667,56
resid_mean,0.16180679081307411,0.28267741370764177,57
resid_median,0.1488795663176871,0.32340795197072336,57
resid_q25,0.035379772303164525,0.8154302042226326,57
resid_q75,0.21747426471665468,0.146548598113585,57
resid_sd,0.11714910619264617,0.4381311039045684,57
resid_mean,0.16230161280332814,0.2811882700084929,58
resid_median,0.18048632094516445,0.23001627729309218,58
resid_q25,0.08690311203836741,0.5657830485185367,58
resid_q75,0.24240092247570239,0.1045663751893275,58
resid_sd,0.13861201001991555,0.3582601481418378,58
resid_mean,0.10409817619969561,0.4911556269660609,59
resid_median,0.0447195373692097,0.7679150045960208,59
resid_q25,-0.028266706193262568,0.8520721126202632,59
resid_q75,0.14776621683961547,0.3270803468755377,59
resid_sd,0.3173664539991909,0.031622586664910704,59
resid_mean,0.10255185748015172,0.4976510268628619,60
resid_median,0.08869684175303832,0.557759325261013,60
resid_q25,0.09914995629715513,0.5120947783558104,60
resid_q75,0.2344837706316376,0.11675597551837001,60
resid_sd,0.1584048896300775,0.2930547731874411,60
resid_mean,0.16539425024241597,0.27199774185718134,61
resid_median,0.14795177508596075,0.3264664726383086,61
resid_q25,0.04608029784240834,0.761057565934177,61
